"region","byggnadstyp","strandtyp","typ av område","år","Antal byggnader inom 100 meter från strand"
"1283 Helsingborg","övrig byggnad","totalt","totalt","2022",350
"1283 Helsingborg","övrig byggnad","totalt","totalt","2023",352
"1283 Helsingborg","totalt","hav","inom tätort","2018",1564
"1283 Helsingborg","totalt","hav","inom tätort","2019",1604
"1283 Helsingborg","totalt","hav","inom tätort","2020",1608
"1283 Helsingborg","totalt","hav","inom tätort","2021",1620
"1283 Helsingborg","totalt","hav","inom tätort","2022",1646
"1283 Helsingborg","totalt","hav","inom tätort","2023",1677
"1283 Helsingborg","totalt","hav","inom formellt skyddad natur","2018",53
"1283 Helsingborg","totalt","hav","inom formellt skyddad natur","2019",61
"1283 Helsingborg","totalt","hav","inom formellt skyddad natur","2020",61
"1283 Helsingborg","totalt","hav","inom formellt skyddad natur","2021",61
"1283 Helsingborg","totalt","hav","inom formellt skyddad natur","2022",62
"1283 Helsingborg","totalt","hav","inom formellt skyddad natur","2023",61
"1283 Helsingborg","totalt","hav","totalt","2018",1646
"1283 Helsingborg","totalt","hav","totalt","2019",1694
"1283 Helsingborg","totalt","hav","totalt","2020",1697
"1283 Helsingborg","totalt","hav","totalt","2021",1710
"1283 Helsingborg","totalt","hav","totalt","2022",1735
"1283 Helsingborg","totalt","hav","totalt","2023",1737
"1283 Helsingborg","totalt","inlandsvatten","inom tätort","2018",3202
"1283 Helsingborg","totalt","inlandsvatten","inom tätort","2019",3237
"1283 Helsingborg","totalt","inlandsvatten","inom tätort","2020",3274
"1283 Helsingborg","totalt","inlandsvatten","inom tätort","2021",3292
"1283 Helsingborg","totalt","inlandsvatten","inom tätort","2022",3363
"1283 Helsingborg","totalt","inlandsvatten","inom tätort","2023",3373
"1283 Helsingborg","totalt","inlandsvatten","inom formellt skyddad natur","2018",32
"1283 Helsingborg","totalt","inlandsvatten","inom formellt skyddad natur","2019",33
"1283 Helsingborg","totalt","inlandsvatten","inom formellt skyddad natur","2020",34
"1283 Helsingborg","totalt","inlandsvatten","inom formellt skyddad natur","2021",46
"1283 Helsingborg","totalt","inlandsvatten","inom formellt skyddad natur","2022",45
"1283 Helsingborg","totalt","inlandsvatten","inom formellt skyddad natur","2023",45
"1283 Helsingborg","totalt","inlandsvatten","totalt","2018",4018
"1283 Helsingborg","totalt","inlandsvatten","totalt","2019",4070
"1283 Helsingborg","totalt","inlandsvatten","totalt","2020",4084
"1283 Helsingborg","totalt","inlandsvatten","totalt","2021",4120
"1283 Helsingborg","totalt","inlandsvatten","totalt","2022",4227
"1283 Helsingborg","totalt","inlandsvatten","totalt","2023",4230
"1283 Helsingborg","totalt","totalt","inom tätort","2018",4766
"1283 Helsingborg","totalt","totalt","inom tätort","2019",4841
"1283 Helsingborg","totalt","totalt","inom tätort","2020",4882
"1283 Helsingborg","totalt","totalt","inom tätort","2021",4912
"1283 Helsingborg","totalt","totalt","inom tätort","2022",5009
"1283 Helsingborg","totalt","totalt","inom tätort","2023",5050
"1283 Helsingborg","totalt","totalt","inom formellt skyddad natur","2018",85
"1283 Helsingborg","totalt","totalt","inom formellt skyddad natur","2019",94
"1283 Helsingborg","totalt","totalt","inom formellt skyddad natur","2020",95
"1283 Helsingborg","totalt","totalt","inom formellt skyddad natur","2021",107
"1283 Helsingborg","totalt","totalt","inom formellt skyddad natur","2022",107
"1283 Helsingborg","totalt","totalt","inom formellt skyddad natur","2023",106
"1283 Helsingborg","totalt","totalt","totalt","2018",5664
"1283 Helsingborg","totalt","totalt","totalt","2019",5764
"1283 Helsingborg","totalt","totalt","totalt","2020",5781
"1283 Helsingborg","totalt","totalt","totalt","2021",5830
"1283 Helsingborg","totalt","totalt","totalt","2022",5962
"1283 Helsingborg","totalt","totalt","totalt","2023",5967
"1284 Höganäs","bostad","hav","inom tätort","2018",850
"1284 Höganäs","bostad","hav","inom tätort","2019",857
"1284 Höganäs","bostad","hav","inom tätort","2020",856
"1284 Höganäs","bostad","hav","inom tätort","2021",861
"1284 Höganäs","bostad","hav","inom tätort","2022",866
"1284 Höganäs","bostad","hav","inom tätort","2023",873
"1284 Höganäs","bostad","hav","inom formellt skyddad natur","2018",10
"1284 Höganäs","bostad","hav","inom formellt skyddad natur","2019",10
"1284 Höganäs","bostad","hav","inom formellt skyddad natur","2020",9
"1284 Höganäs","bostad","hav","inom formellt skyddad natur","2021",10
"1284 Höganäs","bostad","hav","inom formellt skyddad natur","2022",10
"1284 Höganäs","bostad","hav","inom formellt skyddad natur","2023",10
"1284 Höganäs","bostad","hav","totalt","2018",953
"1284 Höganäs","bostad","hav","totalt","2019",963
"1284 Höganäs","bostad","hav","totalt","2020",963
"1284 Höganäs","bostad","hav","totalt","2021",969
"1284 Höganäs","bostad","hav","totalt","2022",976
"1284 Höganäs","bostad","hav","totalt","2023",982
"1284 Höganäs","bostad","inlandsvatten","inom tätort","2018",119
"1284 Höganäs","bostad","inlandsvatten","inom tätort","2019",119
"1284 Höganäs","bostad","inlandsvatten","inom tätort","2020",120
"1284 Höganäs","bostad","inlandsvatten","inom tätort","2021",120
"1284 Höganäs","bostad","inlandsvatten","inom tätort","2022",121
"1284 Höganäs","bostad","inlandsvatten","inom tätort","2023",131
"1284 Höganäs","bostad","inlandsvatten","inom formellt skyddad natur","2018",3
"1284 Höganäs","bostad","inlandsvatten","inom formellt skyddad natur","2019",3
"1284 Höganäs","bostad","inlandsvatten","inom formellt skyddad natur","2020",2
"1284 Höganäs","bostad","inlandsvatten","inom formellt skyddad natur","2021",2
"1284 Höganäs","bostad","inlandsvatten","inom formellt skyddad natur","2022",2
"1284 Höganäs","bostad","inlandsvatten","inom formellt skyddad natur","2023",2
"1284 Höganäs","bostad","inlandsvatten","totalt","2018",185
"1284 Höganäs","bostad","inlandsvatten","totalt","2019",186
"1284 Höganäs","bostad","inlandsvatten","totalt","2020",187
"1284 Höganäs","bostad","inlandsvatten","totalt","2021",187
"1284 Höganäs","bostad","inlandsvatten","totalt","2022",193
"1284 Höganäs","bostad","inlandsvatten","totalt","2023",199
"1284 Höganäs","bostad","totalt","inom tätort","2018",969
"1284 Höganäs","bostad","totalt","inom tätort","2019",976
"1284 Höganäs","bostad","totalt","inom tätort","2020",976
"1284 Höganäs","bostad","totalt","inom tätort","2021",981
"1284 Höganäs","bostad","totalt","inom tätort","2022",987
"1284 Höganäs","bostad","totalt","inom tätort","2023",1004
"1284 Höganäs","bostad","totalt","inom formellt skyddad natur","2018",13
"1284 Höganäs","bostad","totalt","inom formellt skyddad natur","2019",13
"1284 Höganäs","bostad","totalt","inom formellt skyddad natur","2020",11
"1284 Höganäs","bostad","totalt","inom formellt skyddad natur","2021",12
"1284 Höganäs","bostad","totalt","inom formellt skyddad natur","2022",12
"1284 Höganäs","bostad","totalt","inom formellt skyddad natur","2023",12
"1284 Höganäs","bostad","totalt","totalt","2018",1138
"1284 Höganäs","bostad","totalt","totalt","2019",1149
"1284 Höganäs","bostad","totalt","totalt","2020",1150
"1284 Höganäs","bostad","totalt","totalt","2021",1156
"1284 Höganäs","bostad","totalt","totalt","2022",1169
"1284 Höganäs","bostad","totalt","totalt","2023",1181
"1284 Höganäs","industri","hav","inom tätort","2018",1
"1284 Höganäs","industri","hav","inom tätort","2019",1
"1284 Höganäs","industri","hav","inom tätort","2020",1
"1284 Höganäs","industri","hav","inom tätort","2021",2
"1284 Höganäs","industri","hav","inom tätort","2022",2
"1284 Höganäs","industri","hav","inom tätort","2023",2
"1284 Höganäs","industri","hav","inom formellt skyddad natur","2018",0
"1284 Höganäs","industri","hav","inom formellt skyddad natur","2019",0
"1284 Höganäs","industri","hav","inom formellt skyddad natur","2020",0
"1284 Höganäs","industri","hav","inom formellt skyddad natur","2021",0
"1284 Höganäs","industri","hav","inom formellt skyddad natur","2022",0
"1284 Höganäs","industri","hav","inom formellt skyddad natur","2023",0
"1284 Höganäs","industri","hav","totalt","2018",3
"1284 Höganäs","industri","hav","totalt","2019",3
"1284 Höganäs","industri","hav","totalt","2020",3
"1284 Höganäs","industri","hav","totalt","2021",4
"1284 Höganäs","industri","hav","totalt","2022",4
"1284 Höganäs","industri","hav","totalt","2023",4
"1284 Höganäs","industri","inlandsvatten","inom tätort","2018",4
"1284 Höganäs","industri","inlandsvatten","inom tätort","2019",4
"1284 Höganäs","industri","inlandsvatten","inom tätort","2020",4
"1284 Höganäs","industri","inlandsvatten","inom tätort","2021",5
"1284 Höganäs","industri","inlandsvatten","inom tätort","2022",6
"1284 Höganäs","industri","inlandsvatten","inom tätort","2023",6
"1284 Höganäs","industri","inlandsvatten","inom formellt skyddad natur","2018",0
"1284 Höganäs","industri","inlandsvatten","inom formellt skyddad natur","2019",0
"1284 Höganäs","industri","inlandsvatten","inom formellt skyddad natur","2020",0
"1284 Höganäs","industri","inlandsvatten","inom formellt skyddad natur","2021",0
"1284 Höganäs","industri","inlandsvatten","inom formellt skyddad natur","2022",0
"1284 Höganäs","industri","inlandsvatten","inom formellt skyddad natur","2023",0
"1284 Höganäs","industri","inlandsvatten","totalt","2018",7
"1284 Höganäs","industri","inlandsvatten","totalt","2019",7
"1284 Höganäs","industri","inlandsvatten","totalt","2020",7
"1284 Höganäs","industri","inlandsvatten","totalt","2021",8
"1284 Höganäs","industri","inlandsvatten","totalt","2022",9
"1284 Höganäs","industri","inlandsvatten","totalt","2023",9
"1284 Höganäs","industri","totalt","inom tätort","2018",5
"1284 Höganäs","industri","totalt","inom tätort","2019",5
"1284 Höganäs","industri","totalt","inom tätort","2020",5
"1284 Höganäs","industri","totalt","inom tätort","2021",7
"1284 Höganäs","industri","totalt","inom tätort","2022",8
"1284 Höganäs","industri","totalt","inom tätort","2023",8
"1284 Höganäs","industri","totalt","inom formellt skyddad natur","2018",0
"1284 Höganäs","industri","totalt","inom formellt skyddad natur","2019",0
"1284 Höganäs","industri","totalt","inom formellt skyddad natur","2020",0
"1284 Höganäs","industri","totalt","inom formellt skyddad natur","2021",0
"1284 Höganäs","industri","totalt","inom formellt skyddad natur","2022",0
"1284 Höganäs","industri","totalt","inom formellt skyddad natur","2023",0
"1284 Höganäs","industri","totalt","totalt","2018",10
"1284 Höganäs","industri","totalt","totalt","2019",10
"1284 Höganäs","industri","totalt","totalt","2020",10
"1284 Höganäs","industri","totalt","totalt","2021",12
"1284 Höganäs","industri","totalt","totalt","2022",13
"1284 Höganäs","industri","totalt","totalt","2023",13
"1284 Höganäs","samhällsfunktion","hav","inom tätort","2018",50
"1284 Höganäs","samhällsfunktion","hav","inom tätort","2019",50
"1284 Höganäs","samhällsfunktion","hav","inom tätort","2020",50
"1284 Höganäs","samhällsfunktion","hav","inom tätort","2021",50
"1284 Höganäs","samhällsfunktion","hav","inom tätort","2022",50
"1284 Höganäs","samhällsfunktion","hav","inom tätort","2023",50
"1284 Höganäs","samhällsfunktion","hav","inom formellt skyddad natur","2018",4
"1284 Höganäs","samhällsfunktion","hav","inom formellt skyddad natur","2019",4
"1284 Höganäs","samhällsfunktion","hav","inom formellt skyddad natur","2020",4
"1284 Höganäs","samhällsfunktion","hav","inom formellt skyddad natur","2021",4
"1284 Höganäs","samhällsfunktion","hav","inom formellt skyddad natur","2022",4
"1284 Höganäs","samhällsfunktion","hav","inom formellt skyddad natur","2023",4
"1284 Höganäs","samhällsfunktion","hav","totalt","2018",53
"1284 Höganäs","samhällsfunktion","hav","totalt","2019",53
"1284 Höganäs","samhällsfunktion","hav","totalt","2020",52
"1284 Höganäs","samhällsfunktion","hav","totalt","2021",52
"1284 Höganäs","samhällsfunktion","hav","totalt","2022",52
"1284 Höganäs","samhällsfunktion","hav","totalt","2023",52
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom tätort","2018",6
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom tätort","2019",6
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom tätort","2020",6
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom tätort","2021",6
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom tätort","2022",8
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom tätort","2023",8
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2018",3
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2019",3
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2020",3
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2021",3
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2022",3
"1284 Höganäs","samhällsfunktion","inlandsvatten","inom formellt skyddad natur","2023",3
"1284 Höganäs","samhällsfunktion","inlandsvatten","totalt","2018",18
"1284 Höganäs","samhällsfunktion","inlandsvatten","totalt","2019",18
"1284 Höganäs","samhällsfunktion","inlandsvatten","totalt","2020",18
"1284 Höganäs","samhällsfunktion","inlandsvatten","totalt","2021",18
"1284 Höganäs","samhällsfunktion","inlandsvatten","totalt","2022",19
"1284 Höganäs","samhällsfunktion","inlandsvatten","totalt","2023",19
"1284 Höganäs","samhällsfunktion","totalt","inom tätort","2018",56
"1284 Höganäs","samhällsfunktion","totalt","inom tätort","2019",56
"1284 Höganäs","samhällsfunktion","totalt","inom tätort","2020",56
"1284 Höganäs","samhällsfunktion","totalt","inom tätort","2021",56
"1284 Höganäs","samhällsfunktion","totalt","inom tätort","2022",58
"1284 Höganäs","samhällsfunktion","totalt","inom tätort","2023",58
"1284 Höganäs","samhällsfunktion","totalt","inom formellt skyddad natur","2018",7
"1284 Höganäs","samhällsfunktion","totalt","inom formellt skyddad natur","2019",7
"1284 Höganäs","samhällsfunktion","totalt","inom formellt skyddad natur","2020",7
"1284 Höganäs","samhällsfunktion","totalt","inom formellt skyddad natur","2021",7
"1284 Höganäs","samhällsfunktion","totalt","inom formellt skyddad natur","2022",7
"1284 Höganäs","samhällsfunktion","totalt","inom formellt skyddad natur","2023",7
"1284 Höganäs","samhällsfunktion","totalt","totalt","2018",71
"1284 Höganäs","samhällsfunktion","totalt","totalt","2019",71
"1284 Höganäs","samhällsfunktion","totalt","totalt","2020",70
"1284 Höganäs","samhällsfunktion","totalt","totalt","2021",70
"1284 Höganäs","samhällsfunktion","totalt","totalt","2022",71
"1284 Höganäs","samhällsfunktion","totalt","totalt","2023",71
"1284 Höganäs","verksamhet","hav","inom tätort","2018",37
"1284 Höganäs","verksamhet","hav","inom tätort","2019",39
"1284 Höganäs","verksamhet","hav","inom tätort","2020",41
"1284 Höganäs","verksamhet","hav","inom tätort","2021",40
"1284 Höganäs","verksamhet","hav","inom tätort","2022",43
"1284 Höganäs","verksamhet","hav","inom tätort","2023",44
"1284 Höganäs","verksamhet","hav","inom formellt skyddad natur","2018",2
"1284 Höganäs","verksamhet","hav","inom formellt skyddad natur","2019",2
"1284 Höganäs","verksamhet","hav","inom formellt skyddad natur","2020",2
"1284 Höganäs","verksamhet","hav","inom formellt skyddad natur","2021",2
"1284 Höganäs","verksamhet","hav","inom formellt skyddad natur","2022",2
"1284 Höganäs","verksamhet","hav","inom formellt skyddad natur","2023",2
"1284 Höganäs","verksamhet","hav","totalt","2018",39
"1284 Höganäs","verksamhet","hav","totalt","2019",41
"1284 Höganäs","verksamhet","hav","totalt","2020",43
"1284 Höganäs","verksamhet","hav","totalt","2021",42
"1284 Höganäs","verksamhet","hav","totalt","2022",45
"1284 Höganäs","verksamhet","hav","totalt","2023",46
"1284 Höganäs","verksamhet","inlandsvatten","inom tätort","2018",7
"1284 Höganäs","verksamhet","inlandsvatten","inom tätort","2019",8
"1284 Höganäs","verksamhet","inlandsvatten","inom tätort","2020",9
"1284 Höganäs","verksamhet","inlandsvatten","inom tätort","2021",9
"1284 Höganäs","verksamhet","inlandsvatten","inom tätort","2022",9
"1284 Höganäs","verksamhet","inlandsvatten","inom tätort","2023",11
"1284 Höganäs","verksamhet","inlandsvatten","inom formellt skyddad natur","2018",0
"1284 Höganäs","verksamhet","inlandsvatten","inom formellt skyddad natur","2019",0
"1284 Höganäs","verksamhet","inlandsvatten","inom formellt skyddad natur","2020",0
"1284 Höganäs","verksamhet","inlandsvatten","inom formellt skyddad natur","2021",0
"1284 Höganäs","verksamhet","inlandsvatten","inom formellt skyddad natur","2022",0
"1284 Höganäs","verksamhet","inlandsvatten","inom formellt skyddad natur","2023",0
"1284 Höganäs","verksamhet","inlandsvatten","totalt","2018",12
"1284 Höganäs","verksamhet","inlandsvatten","totalt","2019",13
"1284 Höganäs","verksamhet","inlandsvatten","totalt","2020",16
"1284 Höganäs","verksamhet","inlandsvatten","totalt","2021",16
"1284 Höganäs","verksamhet","inlandsvatten","totalt","2022",20
"1284 Höganäs","verksamhet","inlandsvatten","totalt","2023",30
"1284 Höganäs","verksamhet","totalt","inom tätort","2018",44
"1284 Höganäs","verksamhet","totalt","inom tätort","2019",47
"1284 Höganäs","verksamhet","totalt","inom tätort","2020",50
"1284 Höganäs","verksamhet","totalt","inom tätort","2021",49
"1284 Höganäs","verksamhet","totalt","inom tätort","2022",52
"1284 Höganäs","verksamhet","totalt","inom tätort","2023",55
"1284 Höganäs","verksamhet","totalt","inom formellt skyddad natur","2018",2
"1284 Höganäs","verksamhet","totalt","inom formellt skyddad natur","2019",2
"1284 Höganäs","verksamhet","totalt","inom formellt skyddad natur","2020",2
"1284 Höganäs","verksamhet","totalt","inom formellt skyddad natur","2021",2
"1284 Höganäs","verksamhet","totalt","inom formellt skyddad natur","2022",2
"1284 Höganäs","verksamhet","totalt","inom formellt skyddad natur","2023",2
"1284 Höganäs","verksamhet","totalt","totalt","2018",51
"1284 Höganäs","verksamhet","totalt","totalt","2019",54
"1284 Höganäs","verksamhet","totalt","totalt","2020",59
"1284 Höganäs","verksamhet","totalt","totalt","2021",58
"1284 Höganäs","verksamhet","totalt","totalt","2022",65
"1284 Höganäs","verksamhet","totalt","totalt","2023",76
"1284 Höganäs","ekonomibyggnad","hav","inom tätort","2018",0
"1284 Höganäs","ekonomibyggnad","hav","inom tätort","2019",0
"1284 Höganäs","ekonomibyggnad","hav","inom tätort","2020",0
"1284 Höganäs","ekonomibyggnad","hav","inom tätort","2021",0
"1284 Höganäs","ekonomibyggnad","hav","inom tätort","2022",0
"1284 Höganäs","ekonomibyggnad","hav","inom tätort","2023",0
"1284 Höganäs","ekonomibyggnad","hav","inom formellt skyddad natur","2018",0
"1284 Höganäs","ekonomibyggnad","hav","inom formellt skyddad natur","2019",0
"1284 Höganäs","ekonomibyggnad","hav","inom formellt skyddad natur","2020",0
"1284 Höganäs","ekonomibyggnad","hav","inom formellt skyddad natur","2021",0
"1284 Höganäs","ekonomibyggnad","hav","inom formellt skyddad natur","2022",0
"1284 Höganäs","ekonomibyggnad","hav","inom formellt skyddad natur","2023",0
"1284 Höganäs","ekonomibyggnad","hav","totalt","2018",0
"1284 Höganäs","ekonomibyggnad","hav","totalt","2019",0
"1284 Höganäs","ekonomibyggnad","hav","totalt","2020",0
"1284 Höganäs","ekonomibyggnad","hav","totalt","2021",0
"1284 Höganäs","ekonomibyggnad","hav","totalt","2022",0
"1284 Höganäs","ekonomibyggnad","hav","totalt","2023",0
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom tätort","2018",10
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom tätort","2019",12
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom tätort","2020",10
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom tätort","2021",11
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom tätort","2022",12
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom tätort","2023",13
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2018",0
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2019",0
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2020",0
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2021",0
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2022",0
"1284 Höganäs","ekonomibyggnad","inlandsvatten","inom formellt skyddad natur","2023",0
"1284 Höganäs","ekonomibyggnad","inlandsvatten","totalt","2018",29
"1284 Höganäs","ekonomibyggnad","inlandsvatten","totalt","2019",33
"1284 Höganäs","ekonomibyggnad","inlandsvatten","totalt","2020",31
"1284 Höganäs","ekonomibyggnad","inlandsvatten","totalt","2021",33
"1284 Höganäs","ekonomibyggnad","inlandsvatten","totalt","2022",33
"1284 Höganäs","ekonomibyggnad","inlandsvatten","totalt","2023",33
"1284 Höganäs","ekonomibyggnad","totalt","inom tätort","2018",10
"1284 Höganäs","ekonomibyggnad","totalt","inom tätort","2019",12
"1284 Höganäs","ekonomibyggnad","totalt","inom tätort","2020",10
"1284 Höganäs","ekonomibyggnad","totalt","inom tätort","2021",11
"1284 Höganäs","ekonomibyggnad","totalt","inom tätort","2022",12
"1284 Höganäs","ekonomibyggnad","totalt","inom tätort","2023",13
"1284 Höganäs","ekonomibyggnad","totalt","inom formellt skyddad natur","2018",0
"1284 Höganäs","ekonomibyggnad","totalt","inom formellt skyddad natur","2019",0
"1284 Höganäs","ekonomibyggnad","totalt","inom formellt skyddad natur","2020",0
"1284 Höganäs","ekonomibyggnad","totalt","inom formellt skyddad natur","2021",0
"1284 Höganäs","ekonomibyggnad","totalt","inom formellt skyddad natur","2022",0
"1284 Höganäs","ekonomibyggnad","totalt","inom formellt skyddad natur","2023",0
"1284 Höganäs","ekonomibyggnad","totalt","totalt","2018",29
"1284 Höganäs","ekonomibyggnad","totalt","totalt","2019",33
"1284 Höganäs","ekonomibyggnad","totalt","totalt","2020",31
"1284 Höganäs","ekonomibyggnad","totalt","totalt","2021",33
"1284 Höganäs","ekonomibyggnad","totalt","totalt","2022",33
"1284 Höganäs","ekonomibyggnad","totalt","totalt","2023",33
"1284 Höganäs","komplementbyggnad","hav","inom tätort","2018",1194
"1284 Höganäs","komplementbyggnad","hav","inom tätort","2019",1209
"1284 Höganäs","komplementbyggnad","hav","inom tätort","2020",1223
"1284 Höganäs","komplementbyggnad","hav","inom tätort","2021",1234
"1284 Höganäs","komplementbyggnad","hav","inom tätort","2022",1243
"1284 Höganäs","komplementbyggnad","hav","inom tätort","2023",1245
"1284 Höganäs","komplementbyggnad","hav","inom formellt skyddad natur","2018",33
"1284 Höganäs","komplementbyggnad","hav","inom formellt skyddad natur","2019",33
"1284 Höganäs","komplementbyggnad","hav","inom formellt skyddad natur","2020",33
"1284 Höganäs","komplementbyggnad","hav","inom formellt skyddad natur","2021",32
"1284 Höganäs","komplementbyggnad","hav","inom formellt skyddad natur","2022",32
"1284 Höganäs","komplementbyggnad","hav","inom formellt skyddad natur","2023",34
"1284 Höganäs","komplementbyggnad","hav","totalt","2018",1340
"1284 Höganäs","komplementbyggnad","hav","totalt","2019",1360
"1284 Höganäs","komplementbyggnad","hav","totalt","2020",1377
"1284 Höganäs","komplementbyggnad","hav","totalt","2021",1388
"1284 Höganäs","komplementbyggnad","hav","totalt","2022",1398
"1284 Höganäs","komplementbyggnad","hav","totalt","2023",1406
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom tätort","2018",185
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom tätort","2019",187
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom tätort","2020",188
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom tätort","2021",189
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom tätort","2022",189
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom tätort","2023",198
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2018",18
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2019",18
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2020",16
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2021",16
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2022",16
"1284 Höganäs","komplementbyggnad","inlandsvatten","inom formellt skyddad natur","2023",16
"1284 Höganäs","komplementbyggnad","inlandsvatten","totalt","2018",370
"1284 Höganäs","komplementbyggnad","inlandsvatten","totalt","2019",374
"1284 Höganäs","komplementbyggnad","inlandsvatten","totalt","2020",377
"1284 Höganäs","komplementbyggnad","inlandsvatten","totalt","2021",386
"1284 Höganäs","komplementbyggnad","inlandsvatten","totalt","2022",396
"1284 Höganäs","komplementbyggnad","inlandsvatten","totalt","2023",404
"1284 Höganäs","komplementbyggnad","totalt","inom tätort","2018",1379
"1284 Höganäs","komplementbyggnad","totalt","inom tätort","2019",1396
"1284 Höganäs","komplementbyggnad","totalt","inom tätort","2020",1411
"1284 Höganäs","komplementbyggnad","totalt","inom tätort","2021",1423
"1284 Höganäs","komplementbyggnad","totalt","inom tätort","2022",1432
"1284 Höganäs","komplementbyggnad","totalt","inom tätort","2023",1443
"1284 Höganäs","komplementbyggnad","totalt","inom formellt skyddad natur","2018",51
"1284 Höganäs","komplementbyggnad","totalt","inom formellt skyddad natur","2019",51
"1284 Höganäs","komplementbyggnad","totalt","inom formellt skyddad natur","2020",49
"1284 Höganäs","komplementbyggnad","totalt","inom formellt skyddad natur","2021",48
"1284 Höganäs","komplementbyggnad","totalt","inom formellt skyddad natur","2022",48
"1284 Höganäs","komplementbyggnad","totalt","inom formellt skyddad natur","2023",50
"1284 Höganäs","komplementbyggnad","totalt","totalt","2018",1710
"1284 Höganäs","komplementbyggnad","totalt","totalt","2019",1734
"1284 Höganäs","komplementbyggnad","totalt","totalt","2020",1754
"1284 Höganäs","komplementbyggnad","totalt","totalt","2021",1774
"1284 Höganäs","komplementbyggnad","totalt","totalt","2022",1794
"1284 Höganäs","komplementbyggnad","totalt","totalt","2023",1810
"1284 Höganäs","övrig byggnad","hav","inom tätort","2018",16
"1284 Höganäs","övrig byggnad","hav","inom tätort","2019",16
"1284 Höganäs","övrig byggnad","hav","inom tätort","2020",20
"1284 Höganäs","övrig byggnad","hav","inom tätort","2021",21
"1284 Höganäs","övrig byggnad","hav","inom tätort","2022",21
"1284 Höganäs","övrig byggnad","hav","inom tätort","2023",22
"1284 Höganäs","övrig byggnad","hav","inom formellt skyddad natur","2018",1
"1284 Höganäs","övrig byggnad","hav","inom formellt skyddad natur","2019",1
"1284 Höganäs","övrig byggnad","hav","inom formellt skyddad natur","2020",1
"1284 Höganäs","övrig byggnad","hav","inom formellt skyddad natur","2021",1
"1284 Höganäs","övrig byggnad","hav","inom formellt skyddad natur","2022",1
"1284 Höganäs","övrig byggnad","hav","inom formellt skyddad natur","2023",1
"1284 Höganäs","övrig byggnad","hav","totalt","2018",17
"1284 Höganäs","övrig byggnad","hav","totalt","2019",17
"1284 Höganäs","övrig byggnad","hav","totalt","2020",21
"1284 Höganäs","övrig byggnad","hav","totalt","2021",22
"1284 Höganäs","övrig byggnad","hav","totalt","2022",22
"1284 Höganäs","övrig byggnad","hav","totalt","2023",23
"1284 Höganäs","övrig byggnad","inlandsvatten","inom tätort","2018",0
"1284 Höganäs","övrig byggnad","inlandsvatten","inom tätort","2019",0
"1284 Höganäs","övrig byggnad","inlandsvatten","inom tätort","2020",0
"1284 Höganäs","övrig byggnad","inlandsvatten","inom tätort","2021",1
"1284 Höganäs","övrig byggnad","inlandsvatten","inom tätort","2022",1
"1284 Höganäs","övrig byggnad","inlandsvatten","inom tätort","2023",1
"1284 Höganäs","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2018",0
"1284 Höganäs","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2019",0
"1284 Höganäs","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2020",0
"1284 Höganäs","övrig byggnad","inlandsvatten","inom formellt skyddad natur","2021",0
